title,freq
tt0292490,2
tt1049405,1
tt0107688,3
tt0465551,1
tt1124052,1
tt1282140,1
tt0080453,1
tt1028532,7
tt0848228,39
tt0120783,1
tt0065649,1
tt0106489,1
tt1296898,1
tt2555268,1
tt2015381,15
tt1232776,1
tt0120746,2
tt4172430,2
tt0120744,1
tt0117705,4
tt0448694,1
tt1287878,1
tt4196450,1
tt1194612,2
tt1055369,1
tt2852400,2
tt0102926,15
tt3316960,4
tt0328107,3
tt0114898,1
tt4176826,2
tt0245429,9
tt3471098,1
tt1790885,28
tt1790886,7
tt1217213,1
tt0091763,2
tt0402399,2
tt1723811,7
tt0373981,1
tt1082601,1
tt1232829,18
tt1313092,2
tt0116282,7
tt0445760,1
tt0242519,1
tt1703199,1
tt0117381,2
tt0078875,1
tt1121931,1
tt0300556,1
tt0078872,1
tt1922777,6
tt1217209,20
tt0068646,12
tt5066556,1
tt0453562,1
tt0402711,1
tt0088847,3
tt0064116,2
tt0079470,4
tt1870425,1
tt4900716,1
tt0825232,6
tt0436889,2
tt0427312,2
tt0050490,1
tt1570728,5
tt3410834,5
tt0064276,3
tt2224026,1
tt0101765,1
tt2625030,1
tt1065073,14
tt1071875,1
tt2268016,1
tt1616195,3
tt0493464,2
tt1568346,7
tt3107254,1
tt3289126,1
tt0206275,1
tt0377109,1
tt1426329,1
tt0795176,1
tt2075352,1
tt0427954,1
tt0783233,6
tt0372183,2
tt0361715,1
tt0347304,1
tt0432283,2
tt0102685,1
tt1638002,3
tt0181328,1
tt1306980,5
tt0425061,1
tt0112641,2
tt1535108,2
tt1535109,14
tt1288558,1
tt2369135,1
tt2229848,1
tt0770752,1
tt1790864,8
tt4706428,1
tt2428170,2
tt1482459,3
tt1764651,6
tt4706420,1
tt2962876,1
tt1646938,1
tt0388473,2
tt0765429,1
tt1308111,1
tt0115738,1
tt0386676,1
tt0047396,5
tt1980209,1
tt0367882,2
tt0093058,6
tt1920849,1
tt2123210,1
tt1037705,3
tt0119707,1
tt1935179,12
tt0207201,1
tt2042568,6
tt0088939,2
tt2388725,2
tt0404030,2
tt0208092,5
tt2304933,1
tt0064294,1
tt1531901,3
tt1340138,3
tt1942884,2
tt1605717,3
tt0029162,1
tt0411477,1
tt0056732,1
tt0489099,1
tt0355295,1
tt0288330,1
tt2099556,1
tt1462041,2
tt1126591,2
tt1126590,1
tt0363988,1
tt0119116,1
tt0473308,1
tt0126029,1
tt0363163,3
tt2006295,1
tt1068646,1
tt1068641,1
tt1540133,3
tt0944947,4
tt0427309,2
tt2278871,3
tt3547740,2
tt0031381,7
tt0088247,2
tt0377917,1
tt0408839,1
tt0376994,1
tt1195478,1
tt0289879,8
tt1659337,40
tt1966604,1
tt0464141,1
tt1999995,2
tt1278469,1
tt0080678,1
tt0163651,2
tt3183630,1
tt2788556,1
tt0815245,1
tt0454841,1
tt1408253,2
tt1135985,1
tt0815241,1
tt0246266,1
tt0086617,1
tt0265666,1
tt2334879,1
tt2866360,2
tt0193676,1
tt2334873,6
tt3385516,2
tt1440129,5
tt1625150,1
tt0780536,5
tt1648204,1
tt0478087,2
tt1860353,1
tt0106582,1
tt1860357,3
tt1869226,1
tt1334260,3
tt0310793,1
tt1800241,11
tt1049413,13
tt0914798,3
tt1989475,2
tt0057869,1
tt0365485,1
tt0903624,44
tt0113855,1
tt0083789,1
tt1815862,4
tt0364174,1
tt0379557,1
tt0455824,2
tt1528100,2
tt0395169,7
tt0120751,1
tt1692190,1
tt0184894,1
tt0041386,1
tt1231587,1
tt1845838,1
tt1231583,1
tt0091288,1
tt0144020,1
tt1135503,2
tt1954470,4
tt1555149,3
tt2172935,1
tt2234155,3
tt0120768,1
tt0499448,2
tt0455782,1
tt1244658,1
tt0458339,3
tt0117008,1
tt1820488,2
tt2652092,1
tt0124879,1
tt0098084,1
tt0125454,1
tt1839494,1
tt0831387,2
tt1292566,3
tt0259711,2
tt0085959,2
tt0368933,1
tt2626926,1
tt4667544,1
tt1196956,1
tt0161081,1
tt0116629,1
tt0374900,2
tt0085794,1
tt0129387,1
tt0177789,1
tt0059742,1
tt2440362,1
tt0037017,1
tt0353969,1
tt0113670,3
tt0181689,1
tt1234548,1
tt0443453,3
tt1605630,5
tt2387761,1
tt0117951,9
tt0115857,1
tt2545118,1
tt2137109,1
tt1524137,2
tt0459102,1
tt0938330,2
tt1772264,1
tt0112817,1
tt0816442,8
tt0317705,2
tt0092005,4
tt0070510,1
tt0070047,2
tt0133240,1
tt0040522,4
tt0118715,4
tt2431286,6
tt0796366,4
tt2883512,2
tt1770734,1
tt0446755,3
tt0055506,1
tt0401383,3
tt1229238,3
tt4359416,3
tt1320253,1
tt4438848,1
tt0362004,1
tt1703148,1
tt0026752,1
tt0765120,2
tt1385867,1
tt0080339,1
tt0258000,1
tt0427327,1
tt0319061,11
tt2446042,3
tt0040746,1
tt0079522,3
tt1132620,1
tt2714900,1
tt1285016,23
tt0287467,2
tt0062376,1
tt0120815,11
tt4846318,1
tt0119715,1
tt0758774,2
tt0063794,1
tt0048380,1
tt0097757,1
tt1727388,4
tt0871510,1
tt0101026,1
tt3416744,1
tt0108333,2
tt3416742,2
tt0209958,1
tt0377107,2
tt0383010,1
tt0386064,1
tt0093191,1
tt0286244,2
tt1590089,2
tt0119396,1
tt0259446,1
tt4271918,1
tt0057345,1
tt0398808,2
tt2560140,1
tt0401729,6
tt3799694,2
tt0316465,1
tt2582502,1
tt1891884,1
tt0325703,3
tt0067023,1
tt0109117,1
tt1758595,1
tt2713180,8
tt0358273,5
tt0162661,1
tt0499238,1
tt1259571,2
tt0790712,1
tt2024519,6
tt0335266,10
tt1637725,19
tt1478338,2
tt0435670,1
tt1587707,3
tt2294677,2
tt0371746,5
tt0199683,2
tt1431045,16
tt0058480,1
tt0102057,3
tt1258972,4
tt2385189,1
tt0019585,1
tt1161864,1
tt4263482,2
tt4781612,1
tt1032755,1
tt0903747,6
tt1276419,5
tt0257044,2
tt0790628,1
tt3808342,1
tt1355630,3
tt1355631,1
tt0080684,4
tt0090366,1
tt0119282,2
tt0114388,1
tt3707106,1
tt0120693,1
tt1989485,1
tt0096908,1
tt1534085,1
tt3442006,1
tt0114369,17
tt2626350,1
tt3235888,5
tt1279935,1
tt1424310,2
tt0289043,2
tt0445620,1
tt0088323,2
tt1823672,3
tt1667838,1
tt2184339,1
tt0431197,1
tt1615147,1
tt0274558,3
tt0057012,4
tt0878804,1
tt1808454,1
tt1729637,1
tt0412080,1
tt1860213,1
tt0114709,5
tt0417741,3
tt0160127,1
tt2980648,4
tt2234495,1
tt1817676,1
tt0301976,1
tt1470827,2
tt1754109,1
tt0074285,1
tt0445990,1
tt0829459,1
tt2375605,3
tt0301978,1
tt3882000,1
tt0458352,6
tt0092929,1
tt1857816,1
tt0327597,3
tt0424205,2
tt0475784,1
tt0150662,1
tt2194499,11
tt0482629,1
tt0974015,1
tt1174732,2
tt0033870,3
tt0246677,1
tt0091369,1
tt0090185,1
tt1602613,2
tt4191054,1
tt1352824,1
tt0373051,2
tt0050613,1
tt1020773,1
tt0433309,1
tt4284010,1
tt2980516,14
tt1855199,15
tt4088268,1
tt0283283,1
tt0338013,19
tt0168629,2
tt0213149,1
tt2397535,10
tt0082096,1
tt2342810,1
tt0245574,3
tt3521164,1
tt1046163,1
tt0112715,1
tt0428870,1
tt2251828,1
tt1336608,1
tt0248126,1
tt0486657,1
tt0059575,1
tt0486655,2
tt0044079,2
tt1840309,2
tt1375666,44
tt0059578,3
tt2438644,1
tt1723121,6
tt1937264,1
tt1854513,4
tt0100140,1
tt2381991,4
tt2122340,1
tt2358891,6
tt0209144,14
tt0089881,1
tt1410063,2
tt0071650,1
tt1172233,1
tt0050585,1
tt0426931,2
tt2668134,1
tt0117496,1
tt0986264,3
tt2013293,1
tt1698648,1
tt2404233,1
tt5056056,1
tt1663662,7
tt0130827,2
tt0765447,1
tt3504048,1
tt1843894,1
tt0049261,1
tt3319018,1
tt1234721,1
tt0036775,1
tt1047540,4
tt0800080,3
tt2017020,1
tt0056193,3
tt2446980,2
tt0366551,1
tt0332452,5
tt0758766,1
tt2356180,3
tt0290661,1
tt0103241,1
tt1399683,2
tt0473075,2
tt1932767,3
tt0368447,1
tt0456165,1
tt2771200,1
tt1483013,10
tt0108185,1
tt0383028,3
tt1192628,1
tt2088735,1
tt1611224,3
tt0036855,1
tt2560440,1
tt0407887,10
tt3742378,2
tt1125849,2
tt1853614,1
tt0031210,1
tt1155592,1
tt1899353,9
tt1621039,1
tt0167261,12
tt0167260,14
tt0172493,8
tt0172495,14
tt0046912,3
tt1972819,1
tt1502712,1
tt0410764,1
tt2241351,1
tt1767372,1
tt0102426,2
tt0069035,1
tt3756788,1
tt0043274,1
tt1403981,3
tt0162346,1
tt0440803,1
tt0110527,1
tt2802144,7
tt3488710,3
tt0457419,1
tt2080374,4
tt0138704,1
tt0080437,1
tt2226319,1
tt1161418,1
tt0056172,3
tt0380389,2
tt1853728,61
tt1311071,1
tt0175880,4
tt0042876,2
tt1531924,1
tt0457513,1
tt1393746,1
tt0244316,2
tt0089791,1
tt0466839,1
tt0340855,2
tt1798684,4
tt1985966,1
tt0068327,1
tt0052618,2
tt0790636,16
tt0095159,1
tt1204975,1
tt0468536,1
tt0083658,5
tt0110413,17
tt2103217,1
tt1355644,1
tt1277953,8
tt0120689,20
tt0120686,1
tt1838544,2
tt1710417,1
tt0200720,2
tt0081505,17
tt1700845,1
tt1010048,34
tt0114508,1
tt0038650,4
tt0113481,1
tt1247692,1
tt0432325,1
tt2853614,1
tt0087803,2
tt2234003,1
tt4185572,1
tt0038890,1
tt2357129,1
tt0450259,10
tt0120338,21
tt0451279,2
tt2888046,1
tt0274812,1
tt0243585,2
tt2008633,1
tt2294449,1
tt0375679,9
tt1608290,1
tt1091191,4
tt0277941,1
tt0374102,1
tt2345737,1
tt1606389,6
tt2313197,3
tt1182937,1
tt0113277,4
tt1981677,13
tt1080016,1
tt3553442,1
tt0455944,6
tt2267968,1
tt1675434,26
tt0342492,2
tt0087544,1
tt1454029,10
tt0469623,1
tt4146132,1
tt0298203,6
tt0327137,2
tt2273657,1
tt2210781,1
tt0099582,1
tt2140379,1
tt2379713,3
tt3892434,1
tt1731697,1
tt2905838,1
tt0756683,3
tt1183919,3
tt0117802,1
tt0492389,1
tt1308729,1
tt0099348,5
tt1120985,2
tt0838221,3
tt0110877,2
tt0081850,1
tt0416979,1
tt3012698,1
tt1520211,1
tt5595168,1
tt2909116,2
tt0068473,1
tt2571774,1
tt0203019,1
tt0417397,2
tt2267998,23
tt0248808,1
tt0795439,1
tt1298649,2
tt1210819,2
tt0385004,3
tt0419887,1
tt0100234,1
tt0044081,1
tt2191701,1
tt0373469,2
tt0829150,3
tt2312718,1
tt1981107,1
tt2653342,1
tt1144804,1
tt1854564,5
tt0100157,1
tt1034032,1
tt0112384,3
tt1561768,1
tt2567712,1
tt0816462,1
tt0308383,1
tt2216240,1
tt1691323,1
tt0319262,2
tt0118845,1
tt1204342,1
tt0118843,2
tt0118842,1
tt1974419,3
tt0196229,1
tt0887912,4
tt0118849,2
tt1502404,1
tt0116996,1
tt1655442,14
tt1486834,2
tt1020072,1
tt0443543,6
tt2617828,1
tt0211933,1
tt0032910,1
tt1754421,1
tt0086425,1
tt0128442,1
tt1486616,1
tt0356150,1
tt0259288,1
tt0185906,1
tt1197624,2
tt0095327,3
tt0338751,5
tt0083866,1
tt1667353,3
tt0473444,1
tt1615065,3
tt0104257,1
tt1320291,1
tt2017038,3
tt1646987,7
tt0119263,1
tt1174730,1
tt1599348,3
tt1587828,1
tt0410377,1
tt2258345,1
tt0116860,1
tt0397535,1
tt1620446,1
tt0452664,1
tt2402101,1
tt2334649,2
tt0762073,1
tt0026174,2
tt0046268,1
tt5687612,1
tt0040506,1
tt0162222,22
tt1155076,1
tt3169706,3
tt0105812,2
tt0440963,2
tt0098577,1
tt2347569,2
tt1462769,3
tt1386703,6
tt0070849,1
tt0293508,2
tt0498380,2
tt0301357,3
tt0055701,1
tt4731008,1
tt1183665,1
tt0477302,11
tt1650048,1
tt0027977,2
tt1411238,1
tt1465522,3
tt1845307,1
tt1980986,1
tt0283139,1
tt0048500,1
tt0790736,1
tt2243299,1
tt2112124,1
tt1704573,2
tt0435651,2
tt1372686,1
tt1176740,2
tt1649419,31
tt0335119,1
tt2372162,2
tt0349683,1
tt1291570,1
tt0047528,1
tt1817273,7
tt0190332,6
tt0814255,4
tt0230838,1
tt0375063,4
tt1228705,3
tt1949548,1
tt0470752,13
tt1625856,1
tt0147800,2
tt0059113,2
tt2103264,1
tt0088128,1
tt1300854,10
tt2504404,1
tt0077405,1
tt0327056,4
tt4874696,1
tt2599898,1
tt0096969,1
tt3726704,1
tt0988595,1
tt0870111,1
tt1440292,3
tt0120657,1
tt1121096,2
tt1919174,1
tt0903657,2
tt1742336,1
tt0303461,1
tt0047834,2
tt0092848,1
tt0078797,1
tt1135952,1
tt0350258,1
tt0936501,6
tt0365830,1
tt1760967,1
tt0120789,2
tt2226437,1
tt0080009,1
tt0067919,1
tt0988045,13
tt0210945,3
tt1409024,14
tt0032455,2
tt0320661,4
tt1136608,7
tt0190590,3
tt0325980,8
tt1844025,1
tt0424227,2
tt3327994,2
tt4062536,1
tt1067106,1
tt3231054,1
tt1839492,6
tt0116722,1
tt2618986,1
tt3797868,1
tt1032846,1
tt1692098,1
tt0379217,1
tt2461150,1
tt1827487,1
tt0117057,1
tt0448011,1
tt0360717,5
tt0101540,1
tt0449010,1
tt1623205,7
tt2146816,1
tt0142181,2
tt1694020,1
tt0382557,1
tt0096101,1
tt2726560,1
tt0338564,1
tt1764275,2
tt0103767,2
tt4777584,1
tt1477076,1
tt0203009,2
tt1521197,1
tt1057500,2
tt1220634,2
tt0206634,5
tt0499549,20
tt1783732,2
tt0439572,1
tt0094291,3
tt1703958,1
tt3718778,1
tt2674426,6
tt1527788,2
tt0093870,1
tt0254686,1
tt0378109,2
tt0351283,1
tt2040560,1
tt1981115,7
tt1745686,1
tt4786824,1
tt2296987,1
tt1250777,5
tt0209163,1
tt1951181,1
tt0314331,6
tt0360486,3
tt0432021,1
tt0482571,22
tt0879870,3
tt1651118,1
tt1424797,3
tt0070723,1
tt3065204,2
tt4651520,1
tt0209180,1
tt0396171,4
tt2436682,1
tt0063442,2
tt1542344,10
tt5787728,1
tt1686067,1
tt1772925,1
tt0111503,1
tt2400555,1
tt0372784,6
tt0067893,1
tt4549946,1
tt0118615,1
tt1117385,1
tt0119217,19
tt0433035,5
tt0382932,3
tt3544082,1
tt1457765,1
tt1528854,1
tt0808417,2
tt2369047,1
tt0352248,1
tt1921043,1
tt2245084,4
tt0097165,10
tt0108160,1
tt1809398,6
tt0459666,1
tt0456144,1
tt1758830,2
tt1964418,1
tt1517260,3
tt2203939,2
tt0093894,3
tt0083929,1
tt0053291,2
tt0118929,1
tt0056801,2
tt2316801,2
tt0083922,1
tt3740778,1
tt0841993,1
tt1592873,1
tt1446192,7
tt0073707,2
tt1740002,1
tt0120184,1
tt0119698,1
tt1934234,1
tt1068680,1
tt2361509,7
tt0312841,1
tt0156587,1
tt0241527,6
tt0410297,1
tt0392465,1
tt0805564,2
tt2025690,1
tt0083851,1
tt0217505,2
tt0420223,1
tt0376136,2
tt0457430,14
tt1509276,1
tt0367110,2
tt0989757,3
tt0097576,6
tt1014759,4
tt2023690,1
tt2059255,3
tt1291580,2
tt0111701,1
tt1291584,13
tt0111257,2
tt0119528,1
tt0882977,2
tt0067140,1
tt1814621,1
tt1179933,2
tt1683526,3
tt2293640,1
tt1092026,1
tt0429482,1
tt1645170,13
tt4824302,1
tt2091473,1
tt0380599,1
tt0865297,1
tt2121382,1
tt3079380,2
tt1222815,1
tt2366450,2
tt0095953,8
tt1825157,2
tt0929632,3
tt0110475,1
tt3404158,1
tt0077416,2
tt2785032,1
tt0094332,2
tt1650062,4
tt0367594,3
tt0094625,1
tt0120824,1
tt1414374,1
tt1748207,2
tt1259521,13
tt0790724,16
tt0350002,1
tt0289765,2
tt2679042,2
tt0822847,1
tt0430308,1
tt0109830,41
tt1104001,2
tt1645080,2
tt0109836,1
tt1170358,16
tt2265565,1
tt1645089,1
tt0085533,1
tt0045793,1
tt2872718,12
tt0166485,1
