rating	family	certification	fantasy	writers_summary	year	id	biography	votes	directors_summary	cast_summary	title	sci_fi	crime	romance	music	comedy	type	war	horror	adventure	freq	thriller	mystery	creators	drama	history	action	runtime	western
5.9	0	R	0	[<Person: u'Todd Phillips' (u'nm0680846')>, <Person: u'Craig Mazin' (u'nm0563301')>]	2013	tt1951261	0	228991	[<Person: u'Todd Phillips' (u'nm0680846')>]	[<Person: u'Bradley Cooper' (u'nm0177896')>, <Person: u'Zach Galifianakis' (u'nm0302108')>, <Person: u'Ed Helms' (u'nm1159180')>, <Person: u'Justin Bartha' (u'nm0058581')>]	The Hangover Part III	0	1	0	0	1	feature	0	0	0	7	0	0	[]	0	0	0	6000	0
7.3	1	G	1	[<Person: u'Dan Scanlon' (u'nm0768959')>, <Person: u'Daniel Gerson' (u'nm0314870')>]	2013	tt1453405	0	241071	[<Person: u'Dan Scanlon' (u'nm0768959')>]	[<Person: u'Billy Crystal' (u'nm0000345')>, <Person: u'John Goodman' (u'nm0000422')>, <Person: u'Steve Buscemi' (u'nm0000114')>, <Person: u'Helen Mirren' (u'nm0000545')>]	Monsters University	0	0	0	0	1	feature	0	0	1	4	0	0	[]	0	0	0	6240	0
6.7	0	PG-13	0	[<Person: u'Peter Craig' (u'nm0185976')>, <Person: u'Danny Strong' (u'nm0834960')>]	2014	tt1951265	0	314427	[<Person: u'Francis Lawrence' (u'nm1349376')>]	[<Person: u'Jennifer Lawrence' (u'nm2225369')>, <Person: u'Josh Hutcherson' (u'nm1242688')>, <Person: u'Liam Hemsworth' (u'nm2955013')>, <Person: u'Woody Harrelson' (u'nm0000437')>]	The Hunger Games: Mockingjay - Part 1	1	0	0	0	0	feature	0	0	1	8	1	0	[]	0	0	0	7380	0
7.6	0	PG-13	0	[<Person: u'Simon Beaufoy' (u'nm0064479')>, <Person: u'Michael Arndt' (u'nm1578335')>]	2013	tt1951264	0	507556	[<Person: u'Francis Lawrence' (u'nm1349376')>]	[<Person: u'Jennifer Lawrence' (u'nm2225369')>, <Person: u'Josh Hutcherson' (u'nm1242688')>, <Person: u'Liam Hemsworth' (u'nm2955013')>, <Person: u'Philip Seymour Hoffman' (u'nm0000450')>]	The Hunger Games: Catching Fire	1	0	0	0	0	feature	0	0	1	6	1	1	[]	0	0	1	8760	0
6.6	0	PG-13	0	[<Person: u'Peter Craig' (u'nm0185976')>, <Person: u'Danny Strong' (u'nm0834960')>]	2015	tt1951266	0	180821	[<Person: u'Francis Lawrence' (u'nm1349376')>]	[<Person: u'Jennifer Lawrence' (u'nm2225369')>, <Person: u'Josh Hutcherson' (u'nm1242688')>, <Person: u'Liam Hemsworth' (u'nm2955013')>, <Person: u'Woody Harrelson' (u'nm0000437')>]	The Hunger Games: Mockingjay - Part 2	1	0	0	0	0	feature	0	0	1	4	1	0	[]	0	0	1	8220	0
7.6	0	R	0	[<Person: u'Seth Rogen' (u'nm0736622')>, <Person: u'Evan Goldberg' (u'nm1698571')>]	2007	tt0829482	0	428687	[<Person: u'Greg Mottola' (u'nm0609549')>]	[<Person: u'Michael Cera' (u'nm0148418')>, <Person: u'Jonah Hill' (u'nm1706767')>, <Person: u'Christopher Mintz-Plasse' (u'nm2395586')>, <Person: u'Bill Hader' (u'nm0352778')>]	Superbad	0	0	0	0	1	feature	0	0	0	4	0	0	[]	0	0	0	6780	0
7.6	0	PG-13	0	[<Person: u'Steven Zaillian' (u'nm0001873')>, <Person: u'Aaron Sorkin' (u'nm0815070')>]	2011	tt1210166	1	288342	[<Person: u'Bennett Miller' (u'nm0587955')>]	[<Person: u'Brad Pitt' (u'nm0000093')>, <Person: u'Robin Wright' (u'nm0000705')>, <Person: u'Jonah Hill' (u'nm1706767')>, <Person: u'Philip Seymour Hoffman' (u'nm0000450')>]	Moneyball	0	0	0	0	0	feature	0	0	0	12	0	0	[]	1	0	0	7980	0
7.9	0	PG-13	0	[<Person: u'Michael Haneke' (u'nm0359734')>]	2012	tt1602620	0	71911	[<Person: u'Michael Haneke' (u'nm0359734')>]	[<Person: u'Jean-Louis Trintignant' (u'nm0004462')>, <Person: u'Emmanuelle Riva' (u'nm0728938')>, <Person: u'Isabelle Huppert' (u'nm0001376')>, <Person: u'Alexandre Tharaud' (u'nm1225096')>]	Amour	0	0	1	0	0	feature	0	0	0	33	0	0	[]	1	0	0	7620	0
8.3	0	PG	0	[<Person: u'David S. Ward' (u'nm0911486')>]	1973	tt0070735	0	179767	[<Person: u'George Roy Hill' (u'nm0001351')>]	[<Person: u'Paul Newman' (u'nm0000056')>, <Person: u'Robert Redford' (u'nm0000602')>, <Person: u'Robert Shaw' (u'nm0001727')>, <Person: u'Charles Durning' (u'nm0001164')>]	The Sting	0	1	0	0	1	feature	0	0	0	7	0	0	[]	1	0	0	7740	0
8.3	0	R	0	[<Person: u'Quentin Tarantino' (u'nm0000233')>]	2009	tt0361748	0	909330	[<Person: u'Quentin Tarantino' (u'nm0000233')>]	[<Person: u'Brad Pitt' (u'nm0000093')>, <Person: u'Diane Kruger' (u'nm1208167')>, <Person: u'Eli Roth' (u'nm0744834')>, <Person: u'M\xe9lanie Laurent' (u'nm0491259')>]	Inglourious Basterds	0	0	0	0	0	feature	1	0	1	33	0	0	[]	1	0	0	9180	0
