,id,title,freq,rating,year,votes,runtime,type,certification,action,comedy,horror,thriller,adventure,mystery,drama,history,sci_fi,crime,romance,music,western,war,biography,fantasy,family,cast_summary,writers_summary,directors_summary,adj_freq,adj_rating,adj_year,adj_votes,adj_runtime,adj_cast_summary,adj_writers_summary,adj_directors_summary,adj_action,adj_comedy,adj_horror,adj_thriller,adj_adventure,adj_mystery,adj_drama,adj_history,adj_sci_fi,adj_crime,adj_romance,adj_music,adj_western,adj_war,adj_biography,adj_fantasy,adj_family,adj_type,adj_certification
333,tt1454029,The Help,3,8.1,2011,326828.0,8760.0,feature,PG-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Emma Stone|Viola Davis|Octavia Spencer|Bryce Dallas Howard,Tate Taylor|Kathryn Stockett,Tate Taylor,0.0,0.975609756098,0.955056179775,0.966104037811,0.643356643357,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
269,tt2375605,The Act of Killing,3,8.2,2012,25088.0,6900.0,documentary,Not Rated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Anwar Congo|Herman Koto|Syamsul Arifin|Ibrahim Sinik,,Joshua Oppenheimer|Anonymous,0.0,1.0,0.966292134831,0.74424356859,0.86013986014,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,-0.931818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,0.0,0.0
614,tt1408101,Star Trek Into Darkness,3,7.8,2013,405636.0,7920.0,feature,PG-13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Chris Pine|Zachary Quinto|Zoe Saldana|Benedict Cumberbatch,Roberto Orci|Alex Kurtzman,J.J. Abrams,0.0,0.90243902439,0.977528089888,0.975950778063,0.741258741259,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
615,tt0258463,The Bourne Identity,3,7.9,2002,419516.0,7140.0,feature,PG-13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Franka Potente|Matt Damon|Chris Cooper|Clive Owen,Tony Gilroy|W. Blake Herron,Doug Liman,0.0,0.926829268293,0.85393258427,0.96574522589,0.832167832168,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
72,tt0130827,Run Lola Run,3,7.8,1998,163515.0,4800.0,feature,R,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Franka Potente|Moritz Bleibtreu|Herbert Knaup|Nina Petri,Tom Tykwer,Tom Tykwer,0.0,0.90243902439,0.808988764045,0.846024834491,0.895104895105,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
329,tt0290334,X-Men 2,3,7.5,2003,414255.0,8040.0,feature,PG-13,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,Patrick Stewart|Hugh Jackman|Halle Berry|Ian McKellen,Zak Penn|David Hayter,Bryan Singer,0.0,0.829268292683,0.865168539326,0.969613483093,0.727272727273,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
328,tt0113277,Heat,3,8.2,1995,440853.0,10200.0,feature,R,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Al Pacino|Robert De Niro|Val Kilmer|Jon Voight,Michael Mann,Michael Mann,0.0,1.0,0.775280898876,0.950056762869,0.475524475524,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
619,tt1618448,Racing Extinction,3,8.2,2015,4781.0,5400.0,documentary,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Elon Musk|Joel Sartore|Louie Psihoyos|Charles Hambleton,Mark Monroe,Louie Psihoyos,0.0,1.0,1.0,0.729312434009,0.965034965035,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,0.0,0.0
327,tt1606389,The Vow,3,6.8,2012,149904.0,6240.0,feature,PG-13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Rachel McAdams|Channing Tatum|Sam Neill|Jessica Lange,Abby Kohn|Marc Silverstein,Michael Sucsy,0.0,0.658536585366,0.966292134831,0.836017070036,0.937062937063,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
621,tt1305826,Adventure Time,3,8.7,2010,50066.0,660.0,tv_series,TV-PG,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,John DiMaggio|Jeremy Shada|Tom Kenny|Hynden Walch,Pendleton Ward,,0.0,0.878048780488,0.943820224719,0.76260915088,0.412587412587,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,0.0,0.0
325,tt2888046,Ip Man 3,3,7.1,2015,25163.0,6300.0,feature,PG-13,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Donnie Yen|Lynn Hung|Jin Zhang|Mike Tyson,Edmond Wong|Lai-yin Leung,Wilson Yip,0.0,0.731707317073,1.0,0.744298713865,0.93006993007,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,-0.931818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
35,tt0416449,300,3,7.7,2006,618538.0,7020.0,feature,R,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Gerard Butler|Lena Headey|David Wenham|Dominic West,Zack Snyder|Kurt Johnstad,Zack Snyder,0.0,0.878048780488,0.898876404494,0.819410254374,0.846153846154,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
624,tt1450321,Filth,3,7.1,2013,76029.0,5820.0,feature,R,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,James McAvoy|Jamie Bell|Eddie Marsan|Imogen Poots,Irvine Welsh|Jon S. Baird,Jon S. Baird,0.0,0.731707317073,0.977528089888,0.781698974445,0.986013986014,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
71,tt1457767,The Conjuring,3,7.5,2013,313947.0,6720.0,feature,R,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Patrick Wilson|Vera Farmiga|Ron Livingston|Lili Taylor,Chad Hayes|Carey Hayes,James Wan,0.0,0.829268292683,0.977528089888,0.956633020696,0.881118881119,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
371,tt1136608,District 9,3,8.0,2009,541094.0,6720.0,feature,TV-MA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Sharlto Copley|David James|Jason Cope|Nathalie Boltt,Neill Blomkamp|Terri Tatchell,Neill Blomkamp,0.0,0.951219512195,0.932584269663,0.876352529771,0.881118881119,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
73,tt1931533,Seven Psychopaths,3,7.2,2012,189813.0,6600.0,feature,R,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Colin Farrell|Woody Harrelson|Sam Rockwell|Christopher Walken,Martin McDonagh,Martin McDonagh,0.0,0.756097560976,0.966292134831,0.865360973616,0.895104895105,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
137,tt0045152,Singin' in the Rain,3,8.3,1952,153966.0,6180.0,feature,G,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gene Kelly|Donald O'Connor|Debbie Reynolds|Jean Hagen,Betty Comden|Adolph Green,Stanley Donen|Gene Kelly,0.0,0.975609756098,0.292134831461,0.839003738114,0.944055944056,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
488,tt1289401,Ghostbusters,3,5.4,2016,117602.0,6960.0,feature,PG-13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Melissa McCarthy|Kristen Wiig|Kate McKinnon|Leslie Jones,Katie Dippold|Paul Feig,Paul Feig,0.0,0.317073170732,0.988764044944,0.812266367853,0.853146853147,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
489,tt0343660,50 First Dates,3,6.8,2004,270757.0,5940.0,feature,PG-13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin,George Wing,Peter Segal,0.0,0.658536585366,0.876404494382,0.924876695166,0.972027972028,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
490,tt2380307,Coco,3,,2017,,,feature,None,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Benjamin Bratt,Adrian Molina,Lee Unkrich|Adrian Molina,0.0,,0.977528089888,,,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
195,tt1570728,"Crazy, Stupid, Love.",3,7.4,2011,381832.0,7080.0,feature,PG-13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Steve Carell|Ryan Gosling|Julianne Moore|Emma Stone,Dan Fogelman,Glenn Ficarra|John Requa,0.0,0.80487804878,0.955056179775,0.993453152986,0.839160839161,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
142,tt0087332,Ghostbusters,3,7.8,1984,279093.0,6300.0,feature,TV-PG,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis,Dan Aykroyd|Harold Ramis,Ivan Reitman,0.0,0.90243902439,0.651685393258,0.931005908632,0.93006993007,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
494,tt0031381,Gone with the Wind,3,8.2,1939,220266.0,14280.0,feature,TV-PG,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,Clark Gable|Vivien Leigh|Thomas Mitchell|Barbara O'Neil,Margaret Mitchell|Sidney Howard,Victor Fleming,0.0,1.0,0.14606741573,0.887752160959,0.0,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,-0.931818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
139,tt0463998,Freedom Writers,3,7.5,2007,53794.0,7380.0,feature,PG-13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Hilary Swank|Imelda Staunton|Patrick Dempsey|Scott Glenn,Richard LaGravenese|Freedom Writers,Richard LaGravenese,0.0,0.829268292683,0.910112359551,0.765350238669,0.804195804196,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
425,tt0443706,Zodiac,3,7.7,2007,311964.0,9420.0,feature,R,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Jake Gyllenhaal|Robert Downey Jr.|Mark Ruffalo|Anthony Edwards,James Vanderbilt|Robert Graysmith,David Fincher,0.0,0.878048780488,0.910112359551,0.955174979633,0.566433566434,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,-0.931818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
424,tt1679335,Trolls,3,6.7,2016,7140.0,5520.0,feature,PG,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Anna Kendrick|Justin Timberlake|Zooey Deschanel|Christopher Mintz-Plasse,Jonathan Aibel|Glenn Berger,Walt Dohrn|Mike Mitchell,0.0,0.634146341463,0.988764044944,0.731046936717,0.979020979021,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
201,tt1568346,The Girl with the Dragon Tattoo,3,7.8,2011,337048.0,9480.0,feature,R,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Daniel Craig|Rooney Mara|Christopher Plummer|Stellan Skarsgård,Steven Zaillian|Stieg Larsson,David Fincher,0.0,0.90243902439,0.955056179775,0.973618500578,0.559440559441,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
76,tt0034583,Casablanca,3,8.6,1942,396146.0,6120.0,feature,TV-PG,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Humphrey Bogart|Ingrid Bergman|Paul Henreid|Claude Rains,Julius J. Epstein|Philip G. Epstein,Michael Curtiz,0.0,0.90243902439,0.179775280899,0.98292849349,0.951048951049,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
133,tt3605418,Knock Knock,3,4.9,2015,47932.0,5940.0,feature,R,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Keanu Reeves|Lorenza Izzo|Ana de Armas|Aaron Burns,Eli Roth|Nicolás López,Eli Roth,0.0,0.19512195122,1.0,0.761040083997,0.972027972028,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
202,tt0783233,Atonement,3,7.8,2007,196433.0,7380.0,feature,R,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,Keira Knightley|James McAvoy|Brenda Blethyn|Saoirse Ronan,Ian McEwan|Christopher Hampton,Joe Wright,0.0,0.90243902439,0.910112359551,0.870228463197,0.804195804196,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,-0.880303030303,0.513636363636,-0.931818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
203,tt3767372,Piku,3,7.6,2015,17277.0,7380.0,feature,PG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Amitabh Bachchan|Deepika Padukone|Irrfan Khan|Moushumi Chatterjee,Juhi Chaturvedi,Shoojit Sircar,0.0,0.853658536585,1.0,0.738500372047,0.804195804196,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,1.0
420,tt3118452,Circle,3,6.1,2015,15236.0,5220.0,feature,Not Rated,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,Michael Nardelli|Allegra Masters|Molly Jackson|Jordi Vilasuso,Aaron Hann|Mario Miscione,Aaron Hann|Mario Miscione,0.0,0.487804878049,1.0,0.736999685304,0.944055944056,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
418,tt0120794,The Prince of Egypt,3,7.0,1998,92872.0,5940.0,feature,PG,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,Val Kilmer|Ralph Fiennes|Michelle Pfeiffer|Sandra Bullock,Philip LaZebnik|Nicholas Meyer,Brenda Chapman|Steve Hickner,0.0,0.707317073171,0.808988764045,0.794083132605,0.972027972028,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,0.730303030303,0.721212121212,1.0,1.0
506,tt3139086,Batman: Assault on Arkham,3,7.5,2014,20586.0,4560.0,video,PG-13,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,Kevin Conroy|Neal McDonough|Hynden Walch|Matthew Gray Gubler,Bob Kane|Heath Corson,Jay Oliva|Ethan Spaulding,0.0,0.829268292683,0.988764044944,0.740933381567,0.867132867133,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,0.0,0.0
205,tt1535108,Elysium,3,6.6,2013,345583.0,6540.0,feature,R,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Matt Damon|Jodie Foster|Sharlto Copley|Alice Braga,Neill Blomkamp,Neill Blomkamp,0.0,0.609756097561,0.977528089888,0.97989403284,0.902097902098,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
415,tt2326554,A Girl Walks Home Alone at Night,3,7.0,2014,18844.0,6060.0,feature,Unrated,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Sheila Vand|Arash Marandi|Marshall Manesh|Mozhan Marnò,Ana Lily Amirpour,Ana Lily Amirpour,0.0,0.707317073171,0.988764044944,0.739652540653,0.958041958042,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
409,tt1825157,The Double,3,6.5,2013,36341.0,5580.0,feature,R,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Jesse Eisenberg|Mia Wasikowska|Wallace Shawn|Noah Taylor,Fyodor Dostoevsky|Richard Ayoade,Richard Ayoade,0.0,0.585365853659,0.977528089888,0.752517565608,0.986013986014,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
194,tt0825232,The Bucket List,3,7.4,2007,188225.0,5820.0,feature,PG-13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Jack Nicholson|Morgan Freeman|Sean Hayes|Beverly Todd,Justin Zackham,Rob Reiner,0.0,0.80487804878,0.910112359551,0.864193364332,0.986013986014,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
145,tt0461770,Enchanted,3,7.1,2007,145173.0,6420.0,feature,PG,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Amy Adams|Susan Sarandon|James Marsden|Patrick Dempsey,Bill Kelly,Kevin Lima,0.0,0.731707317073,0.910112359551,0.832538506107,0.916083916084,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
431,tt0075148,Rocky,3,8.1,1976,385892.0,7200.0,feature,PG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers,Sylvester Stallone,John G. Avildsen,0.0,0.975609756098,0.561797752809,0.990467955449,0.825174825175,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,1.0
483,tt0398808,Bridge to Terabithia,3,7.2,2007,112746.0,5760.0,feature,PG,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,Josh Hutcherson|AnnaSophia Robb|Zooey Deschanel|Robert Patrick,Jeff Stockwell|David Paterson,Gabor Csupo,0.0,0.756097560976,0.910112359551,0.808695895133,0.993006993007,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
168,tt0368891,National Treasure,3,6.9,2004,258568.0,7860.0,feature,PG,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Nicolas Cage|Diane Kruger|Justin Bartha|Sean Bean,Jim Kouf|Cormac Wibberley,Jon Turteltaub,0.0,0.682926829268,0.876404494382,0.91591448512,0.748251748252,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,0.586363636364,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,1.0
161,tt1402488,Happy Feet 2,3,5.9,2011,33066.0,6000.0,feature,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Elijah Wood|Robin Williams|Pink|Carlos Alazraqui,George Miller|Gary Eck,George Miller|Gary Eck,0.0,0.439024390244,0.955056179775,0.750109555279,0.965034965035,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,1.0
453,tt1872181,The Amazing Spider-Man 2,3,6.7,2014,328435.0,8520.0,feature,PG-13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Andrew Garfield|Emma Stone|Jamie Foxx|Paul Giamatti,Alex Kurtzman|Roberto Orci,Marc Webb,0.0,0.634146341463,0.988764044944,0.96728561723,0.671328671329,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
