rating	family	certification	fantasy	writers_summary	year	id	biography	votes	directors_summary	cast_summary	title	sci_fi	crime	romance	music	comedy	type	war	horror	adventure	freq	thriller	mystery	creators	drama	history	action	runtime	western
8.5	0	R	0	[<Person: u'William Monahan' (u'nm1184258')>, <Person: u'Alan Mak' (u'nm0538320')>]	2006	tt0407887	0	894762	[<Person: u'Martin Scorsese' (u'nm0000217')>]	[<Person: u'Leonardo DiCaprio' (u'nm0000138')>, <Person: u'Matt Damon' (u'nm0000354')>, <Person: u'Jack Nicholson' (u'nm0000197')>, <Person: u'Mark Wahlberg' (u'nm0000242')>]	The Departed	0	1	0	0	0	feature	0	0	0	26	1	0	[]	1	0	0	9060	0
7.6	0	Not Rated	0	[<Person: u'Sam Raimi' (u'nm0000600')>]	1981	tt0083907	0	145349	[<Person: u'Sam Raimi' (u'nm0000600')>]	[<Person: u'Bruce Campbell' (u'nm0132257')>, <Person: u'Ellen Sandweiss' (u'nm0762445')>, <Person: u'Richard DeManincor' (u'nm0217822')>, <Person: u'Betsy Baker' (u'nm0048260')>]	The Evil Dead	0	0	0	0	0	feature	0	1	0	16	1	0	[]	0	0	0	5100	0
7.9	0	R	0	[<Person: u'Robert D. Siegel' (u'nm1557909')>]	2008	tt1125849	0	254271	[<Person: u'Darren Aronofsky' (u'nm0004716')>]	[<Person: u'Mickey Rourke' (u'nm0000620')>, <Person: u'Marisa Tomei' (u'nm0000673')>, <Person: u'Evan Rachel Wood' (u'nm0939697')>, <Person: u'Mark Margolis' (u'nm0546797')>]	The Wrestler	0	0	0	0	0	feature	0	0	0	6	0	0	[]	1	0	0	6540	0
6.5	0	R	0	[<Person: u'Don Mancini' (u'nm0238841')>, <Person: u'Don Mancini' (u'nm0238841')>]	1988	tt0094862	0	63694	[<Person: u'Tom Holland' (u'nm0276169')>]	[<Person: u'Catherine Hicks' (u'nm0382819')>, <Person: u'Chris Sarandon' (u'nm0001697')>, <Person: u'Alex Vincent' (u'nm0898571')>, <Person: u'Brad Dourif' (u'nm0000374')>]	Child's Play	0	0	0	0	0	feature	0	1	0	4	0	0	[]	0	0	0	5220	0
8.7	0	PG-13	1	[<Person: u'J.R.R. Tolkien' (u'nm0866058')>, <Person: u'Fran Walsh' (u'nm0909638')>]	2002	tt0167261	0	1125594	[<Person: u'Peter Jackson' (u'nm0001392')>]	[<Person: u'Elijah Wood' (u'nm0000704')>, <Person: u'Ian McKellen' (u'nm0005212')>, <Person: u'Viggo Mortensen' (u'nm0001557')>, <Person: u'Orlando Bloom' (u'nm0089217')>]	The Lord of the Rings: The Two Towers	0	0	0	0	0	feature	0	0	1	29	0	0	[]	1	0	0	10740	0
8.9	0	PG-13	1	[<Person: u'J.R.R. Tolkien' (u'nm0866058')>, <Person: u'Fran Walsh' (u'nm0909638')>]	2003	tt0167260	0	1242700	[<Person: u'Peter Jackson' (u'nm0001392')>]	[<Person: u'Elijah Wood' (u'nm0000704')>, <Person: u'Viggo Mortensen' (u'nm0001557')>, <Person: u'Ian McKellen' (u'nm0005212')>, <Person: u'Orlando Bloom' (u'nm0089217')>]	The Lord of the Rings: The Return of the King	0	0	0	0	0	feature	0	0	1	31	0	0	[]	1	0	0	12060	0
7.3	0	R	0	[<Person: u'Susanna Kaysen' (u'nm0443476')>, <Person: u'James Mangold' (u'nm0003506')>]	1999	tt0172493	1	128218	[<Person: u'James Mangold' (u'nm0003506')>]	[<Person: u'Winona Ryder' (u'nm0000213')>, <Person: u'Angelina Jolie' (u'nm0001401')>, <Person: u'Clea DuVall' (u'nm0245112')>, <Person: u'Brittany Murphy' (u'nm0005261')>]	Girl, Interrupted	0	0	0	0	0	feature	0	0	0	4	0	0	[]	1	0	0	7620	0
8.5	0	R	0	[<Person: u'David Franzoni' (u'nm0291905')>, <Person: u'David Franzoni' (u'nm0291905')>]	2000	tt0172495	0	1006153	[<Person: u'Ridley Scott' (u'nm0000631')>]	[<Person: u'Russell Crowe' (u'nm0000128')>, <Person: u'Joaquin Phoenix' (u'nm0001618')>, <Person: u'Connie Nielsen' (u'nm0001567')>, <Person: u'Oliver Reed' (u'nm0001657')>]	Gladiator	0	0	0	0	0	feature	0	0	1	24	0	0	[]	1	0	1	9300	0
7.4	1	G	1	[<Person: u'Lewis Carroll' (u'nm0140902')>, <Person: u'Winston Hibler' (u'nm0382548')>]	1951	tt0043274	0	98141	[<Person: u'Clyde Geronimi' (u'nm0314671')>, <Person: u'Wilfred Jackson' (u'nm0414144')>]	[<Person: u'Kathryn Beaumont' (u'nm0064607')>, <Person: u'Ed Wynn' (u'nm0943956')>, <Person: u'Richard Haydn' (u'nm0370821')>, <Person: u'Sterling Holloway' (u'nm0001359')>]	Alice in Wonderland	0	0	0	0	0	feature	0	0	1	5	0	0	[]	0	0	0	4500	0
6.7	0	R	0	[<Person: u'Glen Morgan' (u'nm0604688')>, <Person: u'James Wong' (u'nm0939128')>]	2000	tt0195714	0	184410	[<Person: u'James Wong' (u'nm0939128')>]	[<Person: u'Devon Sawa' (u'nm0001701')>, <Person: u'Ali Larter' (u'nm0005123')>, <Person: u'Kerr Smith' (u'nm0005445')>, <Person: u'Kristen Cloke' (u'nm0167028')>]	Final Destination	0	0	0	0	0	feature	0	1	0	31	1	0	[]	0	0	0	5880	0
